OBJECTID,GEO_ID_TRT,FEATURE_ID,TRACT_LBL,LOGRECNO,ESL_Score,Income_Score,RE_Score,TotalScore,WeightedTotal333333,Population,NumberofESL,PercentESL,MedianHouseholdIncome,NumberofPOC,PercentPOC,Shape_Length,Shape_Area
306,53033030306,45807,Tract 030306,4943,2,3,3,8,2.66666667,5803,333,5.73841117,100586,2398,41.32345339,35300.5458734151,40319442.3731353
307,53033030308,44956,Tract 030308,4944,3,4,4,11,3.66666667,6575,736,11.19391635,72796,3547,53.94676806,20264.8242521457,23188017.0522108
308,53033031100,45817,Tract 031100,4964,2,5,3,10,3.33333333,6744,582,8.62989324,57662,2826,41.90391459,45821.8130747494,80281040.8901031
309,53033031202,45820,Tract 031202,4965,1,3,2,6,2,6300,82,1.3015873,86133,1697,26.93650794,157153.07893663,727091365.747905
310,53033030311,44660,Tract 030311,4947,3,3,4,10,3.33333333,5577,771,13.8246369,84200,3106,55.69302492,21015.1671394953,20500891.7280738
311,53033030312,42818,Tract 030312,4948,3,5,3,11,3.66666667,5008,537,10.72284345,56650,2332,46.56549521,21558.6487948075,19895370.598889
312,53033030313,43197,Tract 030313,4949,3,5,4,12,4,3747,429,11.44915933,47056,2185,58.31331732,33729.9121178654,43083866.7914194
313,53033030314,45013,Tract 030314,4950,3,5,4,12,4,4340,576,13.2718894,44828,2442,56.26728111,20472.8269093491,26954077.0488571
314,53033030401,45014,Tract 030401,4951,3,4,3,10,3.33333333,9736,996,10.23007395,64208,4101,42.12202136,52710.298644162,134421067.140576
315,53033030403,34316,Tract 030403,4952,2,4,2,8,2.66666667,4495,323,7.18576196,78327,1510,33.59288098,32581.7400093788,41706570.7318726
316,53033030309,33855,Tract 030309,4945,3,4,4,11,3.66666667,5793,620,10.70257207,64701,3091,53.35750043,25113.7479102658,23913611.5720193
317,53033030310,44364,Tract 030310,4946,3,4,4,11,3.66666667,6206,876,14.11537222,77500,3270,52.69094425,24509.3416288643,34506616.2539406
318,53033030404,34397,Tract 030404,4953,1,3,1,5,1.66666667,4930,151,3.06288032,93512,942,19.10750507,39858.9832284971,66881065.6692742
319,53033030501,43725,Tract 030501,4954,2,5,3,10,3.33333333,1762,151,8.56980704,25396,632,35.86833144,53137.8283895457,122649441.454976
320,53033030503,45764,Tract 030503,4955,3,5,3,11,3.66666667,5942,729,12.26859643,56386,2679,45.08582969,30854.0927954392,35800771.0579341
321,53033030901,45358,Tract 030901,4961,3,4,3,10,3.33333333,3610,486,13.46260388,61141,1339,37.09141274,30097.076869005,33716278.8692993
322,53033030902,35047,Tract 030902,4962,2,5,3,10,3.33333333,6308,550,8.71908687,54183,2995,47.47939125,32241.859292274,42529056.5120891
323,53033031000,45815,Tract 031000,4963,1,3,1,5,1.66666667,3944,137,3.47363083,103125,806,20.43610548,56541.7808844202,137892445.312719
324,53033030700,34784,Tract 030700,4958,3,5,3,11,3.66666667,3916,426,10.8784474,45505,1446,36.92543412,17691.5362848817,16811850.0266871
325,53033030801,45812,Tract 030801,4959,4,5,4,13,4.33333333,7126,1372,19.25343811,39615,4106,57.61998316,56037.458595935,75511704.8095303
326,53033030802,34902,Tract 030802,4960,3,5,4,12,4,3894,582,14.94607088,51285,1927,49.48638932,18833.0124461359,14784857.0213705
327,53033031204,45836,Tract 031204,4966,1,3,1,5,1.66666667,6169,122,1.97763009,86958,1047,16.97195656,101331.086462238,403299731.862005
328,53033031205,45763,Tract 031205,4967,2,4,3,9,3,6892,474,6.87753918,74127,2892,41.96169472,54961.9862788068,63460426.3265767
329,53033031206,44262,Tract 031206,4968,3,4,3,10,3.33333333,5327,793,14.88642763,70361,2261,42.44415243,35922.4905903862,39920543.5904298
330,53033031301,45818,Tract 031301,4969,2,4,1,7,2.33333333,2922,183,6.26283368,72321,667,22.82683094,104452.713636198,358049098.05801
331,53033031703,44696,Tract 031703,4978,3,3,2,8,2.66666667,7137,749,10.49460558,87012,2454,34.38419504,40256.7139366116,83780310.8298803
332,53033031302,45682,Tract 031302,4970,1,5,1,7,2.33333333,3927,26,0.66208302,51707,484,12.32492997,56086.6222530655,118466662.443268
333,53033031400,45198,Tract 031400,4971,2,5,2,9,3,6057,541,8.93181443,56651,1499,24.74822519,38201.1430800779,68690180.6139913
334,53033031501,45634,Tract 031501,4972,2,3,1,6,2,3860,196,5.07772021,86555,592,15.33678756,288499.655321577,1780800363.18856
335,53033031502,45683,Tract 031502,4973,1,4,1,6,2,4320,46,1.06481481,83103,514,11.89814815,738819.653843203,11121275342.0477
336,53033032006,45311,Tract 032006,4992,1,3,1,5,1.66666667,5393,95,1.76154274,89495,807,14.96384202,45841.0920908359,83292309.4694679
337,53033032007,45699,Tract 032007,4993,1,2,1,4,1.33333333,3616,17,0.47013274,108625,654,18.08628319,79184.7890885867,126521720.015398
338,53033031601,45307,Tract 031601,4974,1,3,1,5,1.66666667,5567,145,2.60463445,106630,1035,18.5917011,66463.440838031,161503709.269767
339,53033031603,45838,Tract 031603,4975,1,3,1,5,1.66666667,6305,161,2.55352895,90536,1348,21.37985726,156514.95623646,618644102.5449
340,53033031604,36346,Tract 031604,4976,1,3,2,6,2,5549,149,2.6851685,95771,1432,25.80645161,30026.8190091155,44759647.6483964
341,53033031605,45057,Tract 031605,4977,1,3,1,5,1.66666667,3867,115,2.97388156,98359,810,20.94647013,72505.9932757064,183424900.650668
342,53033031909,45044,Tract 031909,4988,1,3,2,6,2,2919,78,2.672148,98068,759,26.0020555,39933.724730548,20363811.7993313
343,53033031704,44657,Tract 031704,4979,3,3,4,10,3.33333333,5459,614,11.24748122,93631,2626,48.10404836,37342.7533911209,61974236.1450933
344,53033031705,44977,Tract 031705,4980,1,2,2,5,1.66666667,4133,179,4.33099444,108125,1341,32.44616501,34389.6084399855,54404915.1319079
345,53033031904,45740,Tract 031904,4984,1,3,1,5,1.66666667,3358,105,3.12686123,94805,485,14.44312091,72766.8802480037,206597075.360066
346,53033031906,45162,Tract 031906,4985,2,2,2,6,2,3875,303,7.81935484,109375,935,24.12903226,58438.9121643081,121746092.544922
347,53033031907,42912,Tract 031907,4986,2,3,3,8,2.66666667,7787,737,9.4644921,96826,3432,44.07345576,51910.7227941685,59826402.6316044
348,53033031908,44473,Tract 031908,4987,3,4,3,10,3.33333333,4439,534,12.02973643,70071,1898,42.75737779,25870.7357334136,19524748.067787
349,53033032002,44715,Tract 032002,4989,1,3,1,5,1.66666667,3304,10,0.30266344,96750,379,11.47094431,101268.709453779,300651843.896283
350,53033032003,45603,Tract 032003,4990,1,3,1,5,1.66666667,5273,45,0.85340413,96714,479,9.0840129,210440.168737277,1314644183.19626
351,53033032005,45310,Tract 032005,4991,2,3,1,6,2,7361,470,6.38500204,95457,1519,20.63578318,45820.0302131382,68703219.872228
352,53033032008,45238,Tract 032008,4994,1,3,1,5,1.66666667,4710,120,2.5477707,92284,955,20.27600849,29062.0570321474,25550182.2408021
353,53033032010,45312,Tract 032010,4995,1,2,1,4,1.33333333,5810,36,0.61962134,112780,952,16.38554217,46623.9642635675,51973242.1012263
354,53033031706,36727,Tract 031706,4981,2,4,3,9,3,7370,387,5.25101764,82016,2728,37.01492537,29502.741149117,44970595.174301
355,53033031800,45309,Tract 031800,4982,1,2,2,5,1.66666667,4625,198,4.28108108,108705,1189,25.70810811,91201.6920099149,303537762.223953
356,53033031903,45736,Tract 031903,4983,1,3,2,6,2,6767,280,4.13772721,94844,1842,27.22033397,62737.0329985204,126523306.291814
357,53033032104,45244,Tract 032104,4999,1,3,2,6,2,6274,221,3.5224737,100000,1616,25.75709276,71531.4660795612,242024487.358753
358,53033032203,44964,Tract 032203,5000,2,1,2,5,1.66666667,7919,723,9.12994065,147200,2734,34.52456118,57281.0607641756,107847390.136294
359,53033032207,45121,Tract 032207,5001,1,1,1,3,1,3701,91,2.45879492,159861,863,23.31802216,46805.7053389483,52767306.3399349
360,53033032208,45313,Tract 032208,5002,1,3,2,6,2,9749,337,3.4567648,91574,2961,30.37234588,67622.6683103829,118616115.732014
361,53033032210,45250,Tract 032210,5003,2,2,3,7,2.33333333,13671,677,4.95208836,127500,6043,44.20305757,109361.660052697,450124098.383618
362,53033032211,44818,Tract 032211,5004,2,2,3,7,2.33333333,5009,473,9.4430026,137188,2026,40.44719505,30702.3588108289,32028385.3717019
363,53033032212,45022,Tract 032212,5005,2,2,3,7,2.33333333,8240,780,9.46601942,134318,3607,43.77427184,28799.2342599773,36754805.2430557
364,53033032213,38980,Tract 032213,5006,2,1,2,5,1.66666667,4538,294,6.47862494,152460,1169,25.7602468,31593.2775940686,47488474.2049219
365,53033032011,45698,Tract 032011,4996,1,2,1,4,1.33333333,4307,81,1.88065939,111227,704,16.3454841,28344.4988360527,39250783.8511333
366,53033032102,45739,Tract 032102,4997,1,3,1,5,1.66666667,5019,120,2.39091452,101450,311,6.19645348,138408.776466047,849175239.690213
367,53033032325,43777,Tract 032325,5023,2,2,4,8,2.66666667,5823,365,6.26824661,108688,2939,50.47226516,26706.8799462271,23818584.838395
368,53033032103,44843,Tract 032103,4998,2,4,2,8,2.66666667,4915,280,5.69684639,70500,1169,23.78433367,50376.2802455742,43535154.9956197
369,53033032316,44579,Tract 032316,5014,1,1,2,4,1.33333333,5512,249,4.51741655,158936,1631,29.58998549,64499.8309475255,66278817.9512184
370,53033032317,39825,Tract 032317,5015,2,1,1,4,1.33333333,6211,389,6.26308163,162532,1173,18.88584769,34244.8955116001,47604515.769046
371,53033032318,45087,Tract 032318,5016,2,1,3,6,2,6176,370,5.99093264,167639,2747,44.47862694,47064.9884225355,79156555.1074645
372,53033032319,45373,Tract 032319,5017,1,4,1,6,2,5696,30,0.52668539,79242,979,17.1875,49617.9373229922,73864362.2947135
373,53033032320,44192,Tract 032320,5018,1,1,1,3,1,4598,97,2.10961288,168977,616,13.39712919,59613.1587730523,104083058.570672
374,53033032321,44807,Tract 032321,5019,2,1,3,6,2,5780,333,5.76124567,209313,2306,39.89619377,62037.5148779773,136132063.716678
375,53033032322,40213,Tract 032322,5020,2,1,1,4,1.33333333,3616,215,5.94579646,166172,731,20.21570796,35526.8890672537,50106015.4552534
376,53033032323,42551,Tract 032323,5021,1,2,2,5,1.66666667,5867,211,3.59638657,131970,1957,33.35605931,26688.4142057496,35432933.6653849
377,53033032214,43009,Tract 032214,5007,2,1,3,6,2,6415,315,4.91036633,166351,2963,46.18862042,39180.5146183362,73083588.9645621
378,53033032215,45251,Tract 032215,5008,2,1,3,6,2,5197,434,8.35097171,203900,2302,44.29478545,74849.2049508691,171878388.610609
379,53033032307,45315,Tract 032307,5009,1,2,1,4,1.33333333,6567,153,2.32983097,128942,950,14.46627075,61523.2155413005,128370194.334006
380,53033032309,45106,Tract 032309,5010,3,2,3,8,2.66666667,7459,774,10.3767261,115273,3532,47.35219198,44504.2351819124,66294989.4900964
381,53033032324,44889,Tract 032324,5022,3,3,3,9,3,5436,883,16.24356144,99917,2249,41.3723326,25352.5319172779,22047183.7852224
382,53033032311,45369,Tract 032311,5011,1,2,1,4,1.33333333,6192,155,2.50322997,128086,1121,18.10400517,83364.5355654884,254106150.438257
383,53033032313,45039,Tract 032313,5012,4,3,5,12,4,6606,1219,18.45292159,101850,4226,63.97214653,63952.4475102185,140972131.902369
384,53033032315,45370,Tract 032315,5013,1,2,1,4,1.33333333,5484,151,2.75346462,135993,828,15.09846827,127042.09545578,493022238.430623
385,53033032328,44138,Tract 032328,5026,1,2,1,4,1.33333333,3476,80,2.30149597,135588,778,22.38204833,52426.4806146063,91503530.6877346
386,53033032329,43840,Tract 032329,5027,2,1,4,7,2.33333333,9212,625,6.78462875,143375,4846,52.60529744,47565.2747350469,103928402.724538
387,53033032401,45382,Tract 032401,5028,1,2,1,4,1.33333333,6302,268,4.25261822,116125,533,8.4576325,148343.166819553,615741603.573283
388,53033032402,45718,Tract 032402,5029,1,2,1,4,1.33333333,6518,62,0.95121203,120809,981,15.05062903,101025.229029758,278104011.120193
389,53033032500,45722,Tract 032500,5030,1,3,1,5,1.66666667,5483,85,1.55024622,101366,749,13.66040489,335800.208419108,2345859744.53837
390,53033032601,45724,Tract 032601,5031,1,3,1,5,1.66666667,2792,27,0.96704871,103056,304,10.88825215,175795.564500834,666962980.02169
391,53033032602,45728,Tract 032602,5032,1,1,1,3,1,13392,225,1.68010753,143262,2920,21.80406213,93622.8039138903,331859609.767325
392,53033032702,45586,Tract 032702,5033,1,3,1,5,1.66666667,6638,92,1.38595963,101344,657,9.89755951,588019.039030456,5646741899.41685
393,53033032703,45410,Tract 032703,5034,1,3,1,5,1.66666667,2376,100,4.20875421,90208,329,13.84680135,79531.0625706143,111786642.098329
394,53033032704,45574,Tract 032704,5035,1,3,1,5,1.66666667,6641,173,2.60502936,96500,1276,19.2139738,113088.821282684,189547190.900474
395,53033032800,45729,Tract 032800,5036,1,3,1,5,1.66666667,2351,8,0.34028073,91806,144,6.12505317,704550.242960333,15258321253.3293
396,53033032326,44834,Tract 032326,5024,2,1,2,5,1.66666667,4122,316,7.66618147,157375,987,23.94468705,73881.8859577209,112847584.688357
397,53033032327,44641,Tract 032327,5025,1,3,1,5,1.66666667,4066,89,2.18888342,100455,510,12.54303984,69224.6178608096,175212772.618162
